key,text,status,cdn_status,bytes,needs_purge,reason,attempts,provider
elevenlabs|el:lily|0.7||defence,defence,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||descendant,descendant,created,200,36864,no,,1,openai
elevenlabs|el:lily|0.7||dot,dot,created,200,56448,no,,1,openai
elevenlabs|el:lily|0.7||eager,eager,created,200,22272,no,,1,openai
elevenlabs|el:lily|0.7||ensure,ensure,created,200,24576,no,,1,openai
elevenlabs|el:lily|0.7||evidence,evidence,created,200,40320,no,,1,openai
elevenlabs|el:lily|0.7||feast,feast,created,200,69120,no,,1,openai
elevenlabs|el:lily|0.7||gallery,gallery,created,200,28032,no,,1,openai
elevenlabs|el:lily|0.7||generous,generous,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.7||individual,individual,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||legal,legal,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||location,location,created,200,43776,no,,1,openai
elevenlabs|el:lily|0.7||mansion,mansion,created,200,25344,no,,1,openai
elevenlabs|el:lily|0.7||military,military,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||port,port,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||pub,pub,created,200,18816,no,,1,openai
elevenlabs|el:lily|0.7||puzzle,puzzle,created,200,22272,no,,1,openai
elevenlabs|el:lily|0.7||roar,roar,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.7||scent,scent,created,200,34560,no,,1,openai
elevenlabs|el:lily|0.7||stew,stew,created,200,28032,no,,1,openai
elevenlabs|el:lily|0.7||striking,striking,created,200,22272,no,,1,openai
elevenlabs|el:lily|0.7||surround,surround,created,200,28032,no,,1,openai
elevenlabs|el:lily|0.7||wine,wine,created,200,80640,no,,1,openai
elevenlabs|el:lily|0.7||composer,composer,created,200,47232,no,,1,openai
elevenlabs|el:lily|0.7||composition,composition,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.7||conductor,conductor,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||classical,classical,created,200,32640,no,,1,openai
elevenlabs|el:lily|0.7||album,album,created,200,39168,no,,1,openai
elevenlabs|el:lily|0.7||studio,studio,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.7||original,original,created,200,33408,no,,1,openai
elevenlabs|el:lily|0.7||enable,enable,created,200,28032,no,,1,openai
elevenlabs|el:lily|0.7||phenomenon,phenomenon,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||various,various,created,200,25344,no,,1,openai
elevenlabs|el:lily|0.7||impact,impact,created,200,36096,no,,1,openai
elevenlabs|el:lily|0.7||satisfaction,satisfaction,created,200,54144,no,,1,openai
elevenlabs|el:lily|0.7||soul,soul,created,200,39168,no,,1,openai
elevenlabs|el:lily|0.7||previous,previous,created,200,39168,no,,1,openai
elevenlabs|el:lily|0.7||gradual,gradual,created,200,25344,no,,1,openai
elevenlabs|el:lily|0.7||capable,capable,created,200,24576,no,,1,openai
elevenlabs|el:lily|0.7||unemployed,unemployed,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.7||equipment,equipment,created,200,32640,no,,1,openai
elevenlabs|el:lily|0.7||aim,aim,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.7||addition,addition,created,200,47232,no,,1,openai
elevenlabs|el:lily|0.7||moreover,moreover,created,200,32640,no,,1,openai
elevenlabs|el:lily|0.7||thus,thus,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.7||somehow,somehow,created,200,28032,no,,1,openai
elevenlabs|el:lily|0.7||altogether,altogether,created,200,50688,no,,1,openai
elevenlabs|el:lily|0.7||assume,assume,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||romantic,romantic,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||lean,lean,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||piano,piano,created,200,54144,no,,1,openai
elevenlabs|el:lily|0.7||hip-hop,hip-hop,created,200,22272,no,,1,openai
elevenlabs|el:lily|0.7||stringed,stringed,created,200,9600,no,,1,openai
elevenlabs|el:lily|0.7||origin,origin,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||religion,religion,created,200,32640,no,,1,openai
elevenlabs|el:lily|0.7||religious,religious,created,200,25344,no,,1,openai
elevenlabs|el:lily|0.7||harvest,harvest,created,200,33408,no,,1,openai
elevenlabs|el:lily|0.7||crop,crop,created,200,36096,no,,1,openai
elevenlabs|el:lily|0.7||gather,gather,created,200,23424,no,,1,openai
elevenlabs|el:lily|0.7||grateful,grateful,created,200,23424,no,,1,openai
