cache_key,text,voice_id,speed,cdn_url,storage_url,source_ref,record_id,field
elevenlabs|el:lily|0.8||Stonehenge,Stonehenge,el:lily,0.8,https://audio.bigmooneducation.com/0e/0ec51f6d841af11bcf0bf320a5cc2dbda9d4f97d977441fcd2f9943173a7b660.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/0e/0ec51f6d841af11bcf0bf320a5cc2dbda9d4f97d977441fcd2f9943173a7b660.mp3,table:junior_vocab,junior_vocab:fa6392d2-2cc2-42d4-8d67-456b1b0abf17,word@hubListen
elevenlabs|el:lily|0.7||Stonehenge,Stonehenge,el:lily,0.7,https://audio.bigmooneducation.com/99/99de6f3b18214ed0fc7e4c21746bf706df3f9d14f9cf16ac0b4f37f0d95ed83a.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/99/99de6f3b18214ed0fc7e4c21746bf706df3f9d14f9cf16ac0b4f37f0d95ed83a.mp3,table:junior_vocab,junior_vocab:fa6392d2-2cc2-42d4-8d67-456b1b0abf17,word@hubSlow
openai|nova|0.85||Stonehenge,Stonehenge,nova,0.85,https://audio.bigmooneducation.com/cd/cd2c8fe3223c71c5b752ebabe0bbe32e5566bc314e8b2b6756cd39066e3a0dfb.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/cd/cd2c8fe3223c71c5b752ebabe0bbe32e5566bc314e8b2b6756cd39066e3a0dfb.mp3,table:junior_vocab,junior_vocab:fa6392d2-2cc2-42d4-8d67-456b1b0abf17,word@userDefault
elevenlabs|el:lily|0.7||bookstore,bookstore,el:lily,0.7,https://audio.bigmooneducation.com/d3/d3fbe9ff726395c0ad7845b022bf8e874b4131c3b985b1a0509d82e830e1363f.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/d3/d3fbe9ff726395c0ad7845b022bf8e874b4131c3b985b1a0509d82e830e1363f.mp3,table:junior_vocab,junior_vocab:fa6a7fb3-a918-46bc-82cb-bf4abf217459,word@hubSlow
openai|nova|0.85||bookstore,bookstore,nova,0.85,https://audio.bigmooneducation.com/b2/b2b7d663ccd2f3e32ac45508184329f8b2a83c107860aaeed5616d9aa44d4f8a.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/b2/b2b7d663ccd2f3e32ac45508184329f8b2a83c107860aaeed5616d9aa44d4f8a.mp3,table:junior_vocab,junior_vocab:fa6a7fb3-a918-46bc-82cb-bf4abf217459,word@userDefault
elevenlabs|el:lily|0.85||draw to a close,draw to a close,el:lily,0.85,https://audio.bigmooneducation.com/ac/acdca9c86869cd7d0d51abc4db2009f88637b0d50caf09fced63726d63d8f9cc.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/ac/acdca9c86869cd7d0d51abc4db2009f88637b0d50caf09fced63726d63d8f9cc.mp3,table:junior_vocab,junior_vocab:fa984ccd-dd16-5ea2-b50e-b4a8414d93fd,word@hubNormal
elevenlabs|el:lily|0.7||draw to a close,draw to a close,el:lily,0.7,https://audio.bigmooneducation.com/a9/a99fd810418dca1d1dc399a4482c447d7cda681fd7b5fd432007b728e408da94.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/a9/a99fd810418dca1d1dc399a4482c447d7cda681fd7b5fd432007b728e408da94.mp3,table:junior_vocab,junior_vocab:fa984ccd-dd16-5ea2-b50e-b4a8414d93fd,word@hubSlow
openai|nova|0.85||draw to a close,draw to a close,nova,0.85,https://audio.bigmooneducation.com/32/321777144ff6fe79fdc0487877bf67afa05f74f0580dd333baa3ca93af5fe1e6.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/32/321777144ff6fe79fdc0487877bf67afa05f74f0580dd333baa3ca93af5fe1e6.mp3,table:junior_vocab,junior_vocab:fa984ccd-dd16-5ea2-b50e-b4a8414d93fd,word@userDefault
elevenlabs|el:lily|0.7||death,death,el:lily,0.7,https://audio.bigmooneducation.com/f6/f65cac7dbfb37b45745bc0c18e647b6ebfbbdc2f219601b4298fa54c9740c404.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/f6/f65cac7dbfb37b45745bc0c18e647b6ebfbbdc2f219601b4298fa54c9740c404.mp3,table:junior_vocab,junior_vocab:fac30907-b78c-52e3-b692-8f98de6b85e6,word@hubSlow
openai|nova|0.85||death,death,nova,0.85,https://audio.bigmooneducation.com/d7/d72b01214b908323b5bd0dd501655eba910f9283513676cf22411589fbdbfaa0.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/d7/d72b01214b908323b5bd0dd501655eba910f9283513676cf22411589fbdbfaa0.mp3,table:junior_vocab,junior_vocab:fac30907-b78c-52e3-b692-8f98de6b85e6,word@userDefault
